2021-08-30 18:52:36,405 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-08-30 18:52:37,237 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-08-30 18:52:37,239 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-08-30 18:52:37,240 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-08-30 18:52:37,731 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-08-30 18:52:37,733 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-08-30 18:52:41,716 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-08-30 19:34:24,693 INFO  SwAddin.cs: 271 - Assembly export called for file UR5_robot_arm_assembly.SLDASM
2021-08-30 19:34:32,761 INFO  SwAddin.cs: 290 - Saving assembly
2021-08-30 19:34:33,018 INFO  SwAddin.cs: 293 - Opening property manager
2021-08-30 19:34:33,370 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from UR5_robot_arm_assembly.SLDASM
2021-08-30 19:34:33,531 INFO  ExportHelperExtension.cs: 1142 - Found 45 in UR5_robot_arm_assembly.SLDASM
2021-08-30 19:34:33,532 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in UR5_robot_arm_assembly.SLDASM
2021-08-30 19:34:33,533 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-08-30 19:34:33,565 INFO  ExportHelperExtension.cs: 1167 - 6 components to check
2021-08-30 19:34:33,569 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from robot_arm1-3
2021-08-30 19:34:33,570 INFO  ExportHelperExtension.cs: 1142 - Found 35 in robot_arm1-3
2021-08-30 19:34:33,572 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in robot_arm1-3
2021-08-30 19:34:33,573 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from robot_arm1-1
2021-08-30 19:34:33,574 INFO  ExportHelperExtension.cs: 1142 - Found 35 in robot_arm1-1
2021-08-30 19:34:33,576 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in robot_arm1-1
2021-08-30 19:34:33,577 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from robot_arm1-2
2021-08-30 19:34:33,578 INFO  ExportHelperExtension.cs: 1142 - Found 35 in robot_arm1-2
2021-08-30 19:34:33,580 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in robot_arm1-2
2021-08-30 19:34:33,581 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from robot_arm_base-1
2021-08-30 19:34:33,582 INFO  ExportHelperExtension.cs: 1142 - Found 34 in robot_arm_base-1
2021-08-30 19:34:33,583 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in robot_arm_base-1
2021-08-30 19:34:33,584 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from robot_base-2
2021-08-30 19:34:33,584 INFO  ExportHelperExtension.cs: 1142 - Found 24 in robot_base-2
2021-08-30 19:34:33,585 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in robot_base-2
2021-08-30 19:34:33,586 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from end_effector-1
2021-08-30 19:34:33,587 INFO  ExportHelperExtension.cs: 1142 - Found 30 in end_effector-1
